Rank,Recommendation,P(GO) %,Title,Country,Sector,Procurement,Funding Agency,Budget,Days to Deadline,Model Version,Scored At,Source Portal,Source URL
268,NO GO 🔴,18.3%,Curso Introducción al TNFD,Mexico,N/A,CONSULTING,United Nations Development Programme (UNDP),Unknown,7,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45085
269,NO GO 🔴,18.3%,Recrutement d'une firme qualifiée pour concevoir et mettre en œuvre un concours,Haiti,N/A,CONSULTING,United Nations Development Programme (UNDP),Unknown,8,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45081
270,NO GO 🔴,18.3%,Serviços de Consultoria em UX para Diagnóstico e Propostas de Melhoria,Brazil,N/A,CONSULTING,United Nations Development Programme (UNDP),Unknown,8,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45100
271,NO GO 🔴,18.3%,Delivering Resilient Infrastructure in Vulnerable Environments in Ukraine Project,Ukraine,Transport & Logistics,NON-CONSULTING,World Bank,Unknown,2,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440833
272,NO GO 🔴,18.3%,"Engaging services of an agency for copyediting, layout designing and proofreading",India,N/A,CONSULTING,ILO,Unknown,3,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299508
273,NO GO 🔴,18.3%,"Mato Grosso Resilient, Inclusive, and Sustainable Learning Project",Brazil,Risk & Compliance,NON-CONSULTING,World Bank,Unknown,7,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00435117
274,NO GO 🔴,18.3%,ROAS First Meeting of Social Dialogue Forum in the Kurdistan Region of Iraq 14 May 2026 - Erbil,Iraq,N/A,CONSULTING,ILO,Unknown,2,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299865
275,NO GO 🔴,18.3%,Call for External Collaborators - Alternative Data Analysis of Emerging Labour Market Trends in the Context of AI and Digitalization in India,India,N/A,CONSULTING,ILO,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299859
276,NO GO 🔴,18.3%,Production of communication materials for the International Labour Organization,Viet Nam,N/A,CONSULTING,ILO,Unknown,8,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299868
277,NO GO 🔴,18.3%,"Call for Expression of Interest International Labour Organization/YGN/26/01, Development of proposal for the EU Decent Jobs Programme in Myanmar on Responsible Business Conduct in Garment Sector and Skills for sustainable Livelihoods, International Labour Organization Yangon",Myanmar,N/A,CONSULTING,ILO,Unknown,4,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299848
278,NO GO 🔴,18.2%,Second Karachi Water and Sewerage Services Improvement Project (KWSSIP-2),Pakistan,"Water, Sanitation & Waste",CONSULTING,World Bank,"500,000 USD",5,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00436068
279,NO GO 🔴,18.1%,Provisión de servicios Logísticos y de Gestión Aduanal del PNUD,Dominican Republic,Transport & Logistics,NON-CONSULTING,United Nations Development Programme (UNDP),Unknown,5,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44689
280,NO GO 🔴,18.1%,"Servicio de agencia de empleo, Ruta integral de inclusión Meta",Colombia,Enterprise IT & Systems Implementation,NON-CONSULTING,United Nations Development Programme (UNDP),Unknown,5,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44901
281,NO GO 🔴,18.1%,Long Term Agreement for PR Agency Services (Malaysia‑Based),Malaysia,N/A,CONSULTING,UNICEF,Unknown,20,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299813
282,NO GO 🔴,18.1%,New Innovation Platform for UNICEF Fundraising Innovation,Multiple Destinations,N/A,CONSULTING,UNICEF,Unknown,4,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/298080
283,NO GO 🔴,18.1%,National Institutional consultancy to support the development of optimization plans,North Macedonia,N/A,CONSULTING,UNICEF,Unknown,13,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299495
284,NO GO 🔴,18.1%,UNICEF ECARO: Short Term Institutional Consultancy for Provision of Marketing Services (DRTV) in Greece and Cyprus,Multiple Destinations,N/A,CONSULTING,UNICEF,Unknown,18,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299709
285,NO GO 🔴,18.1%,Long Term Agreement for AI Service Provider,Malaysia,N/A,CONSULTING,UNICEF,Unknown,19,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299812
286,NO GO 🔴,17.7%,Documenting UNICEF’s good practices in the inclusion of Ukrainian children in the Romanian education system,Romania,N/A,CONSULTING,UNICEF,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299532
287,NO GO 🔴,17.4%,"Phase 3 Advancing Sustainability in Performance, Infrastructure, and Reliability of the Energy Secto",Palestinian Territory,Energy & Utilities,CONSULTING,World Bank,Unknown,12,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00441352
288,NO GO 🔴,17.4%,Vietnam Scaling Up Energy Efficiency Project,Viet Nam,Energy & Utilities,CONSULTING,World Bank,Unknown,8,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440840
289,NO GO 🔴,17.4%,Vietnam Scaling Up Energy Efficiency Project,Viet Nam,Energy & Utilities,CONSULTING,World Bank,Unknown,10,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440843
290,NO GO 🔴,17.3%,GT/Non-Cash Support Mechanism(s) for Waste Management,Republic of Moldova,"Water, Sanitation & Waste",NON-CONSULTING,United Nations Development Programme (UNDP),Unknown,15,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44834
291,NO GO 🔴,17.2%,Ethiopia Digital ID for Inclusion and Services Project,Ethiopia,N/A,NON-CONSULTING,World Bank,Unknown,41,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00442469
292,NO GO 🔴,17.1%,Research services on mine safety awareness and safe behaviour practices among children and caregivers (open for local NON VAT-payers ONLY),Ukraine,Risk & Compliance,NON-CONSULTING,UNICEF,Unknown,14,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299323
293,NO GO 🔴,17.0%,Baseline Assessment Consulting Services,Somalia,N/A,CONSULTING,IOM,Unknown,15,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299989
294,NO GO 🔴,16.9%,Inclusive Services and Opportunities for Host Communities and Displaced Rohingya Population,Bangladesh,Social Protection & Poverty Reduction,CONSULTING,World Bank,Unknown,8,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440190
295,NO GO 🔴,16.8%,Smart Government II Project,Mongolia,Digital Transformation,NON-CONSULTING,World Bank,"10,000 USD",20,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00438378
296,NO GO 🔴,16.8%,Getting Results: Access and Delivery of Quality Education Services in Balochistan,Pakistan,Education & Training,CONSULTING,World Bank,Unknown,8,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440150
297,NO GO 🔴,16.8%,Getting Results: Access and Delivery of Quality Education Services in Balochistan,Pakistan,Education & Training,CONSULTING,World Bank,Unknown,8,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440152
298,NO GO 🔴,16.5%,TZA26EOI002: CONSULTANCY SERVICES FOR DESIGN AND SUPERVISION OF CONSTRUCTION PROJECTS,United Republic of Tanzania,N/A,CONSULTING,WFP,Unknown,22,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299828
299,NO GO 🔴,16.5%,RBWCA - UNHCR RFP 1389 – Fourniture services d’interprétariat et de traduction,Senegal,N/A,CONSULTING,UNHCR,Unknown,25,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299860
300,NO GO 🔴,16.3%,"Call for Expressions of interest (EOI) - Social Business Solutions (1st Batch) Business Development Grants for Entrepreneurs, SME's and Cooperatives/Associations - UNIDO Programme ""Poverty Alleviation and Inclusive Development Across Rural Sindh"" (PAIDAR",Pakistan,Social Protection & Poverty Reduction,CONSULTING,UNIDO,Unknown,5,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/296528
301,NO GO 🔴,16.0%,Djibouti Digital Foundations Project,Djibouti,N/A,NON-CONSULTING,World Bank,Unknown,41,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00442714
302,NO GO 🔴,15.9%,Request for Quotation – WSIS FORUM 2026 VIDEOGRAPHY,Switzerland,Marketing & Customer Experience,CONSULTING,ITU,Unknown,2,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/298868
303,NO GO 🔴,15.8%,26 National carbon market roadmap,Lebanon,Environment & Climate,CONSULTING,United Nations Development Programme (UNDP),Unknown,6,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44719
304,NO GO 🔴,15.7%,Provision of Learning Programme Design and Development services,Multiple Destinations,"Education & Training, Enterprise IT & Systems Implementation",CONSULTING,WFP,Unknown,4,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299347
305,NO GO 🔴,15.4%,LRF-2026-9203809_SafeOnline Protection des Enfants en Ligne (PEL),Senegal,N/A,NON-CONSULTING,UNICEF,Unknown,20,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299785
306,NO GO 🔴,15.4%,Caribbean Efficient and Green-Energy Buildings Project (CEGEB),Caribbean,"Construction & Infrastructure, Risk & Compliance",CONSULTING,World Bank,Unknown,13,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00440913
307,NO GO 🔴,15.2%,Accelerating Transport and Trade Connectivity in Eastern South Asia – Bangladesh Phase 1 Project,Bangladesh,Transport & Logistics,CONSULTING,World Bank,Unknown,13,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00439924
308,NO GO 🔴,14.8%,Niger Recrutement d’une Agence Chargée des Activités de Communication et de Visibilité des Projets Sous Financement Bad,Niger,Mining & Natural Resources,CONSULTING,African Development Bank (AfDB),Unknown,605,2,2026-05-06,afdb,https://www.afdb.org/en/documents/ami-niger-recrutement-dune-agence-chargee-des-activites-de-communication-et-de-visibilite-des-projets-sous-financement-bad-rana
309,NO GO 🔴,14.7%,Bénin Recrutement d’un bureau chargé du contrôle et la supervision des travaux du projet - PERU II,Bénin,Others,CONSULTING,African Development Bank (AfDB),"5,000 XOF",19,2,2026-05-06,afdb,https://www.afdb.org/en/documents/eoi-benin-recrutement-dun-bureau-charge-du-controle-et-la-supervision-des-travaux-du-projet-peru-ii
310,NO GO 🔴,14.4%,Liberia Consultancy for Professional Services for Supervision and Monitoring of the Renovation of the Liberia National Meteorological Station - Liberia CIS Project,Liberia,Others,CONSULTING,African Development Bank (AfDB),"11,431,969 USD",190,2,2026-05-06,afdb,https://www.afdb.org/en/documents/eoi-liberia-consultancy-professional-services-supervision-and-monitoring-renovation-liberia-national-meteorological-station-liberia-cis-project-0
311,NO GO 🔴,14.4%,SADC Regional Statistics Project,Eastern And Southern Africa,"Data, AI & Analytics, Enterprise IT & Systems Implementation",GOODS,World Bank,Unknown,7,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00435478
312,NO GO 🔴,14.4%,chain assessment of plastic waste circularity,Nepal,"Water, Sanitation & Waste",CONSULTING,United Nations Development Programme (UNDP),Unknown,5,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=44807
313,NO GO 🔴,14.4%,Provision of vehicle Maintenance and repairing services for Armoured vehicles and soft skin vehicles in Hargeisa,Somalia,N/A,NON-CONSULTING,UNICEF,Unknown,16,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299686
314,NO GO 🔴,14.2%,Punjab Urban Land Systems Enhancement Project,Pakistan,N/A,NON-CONSULTING,World Bank,Unknown,15,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00442124
315,NO GO 🔴,14.1%,Economic Linkages for Diversification,Mozambique,Others,NON-CONSULTING,World Bank,Unknown,6,2,2026-05-06,worldbank,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00438526
316,NO GO 🔴,13.7%,Fiji Remote Committee Broadcasting System,Fiji,N/A,NON-CONSULTING,United Nations Development Programme (UNDP),Unknown,5,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45042
317,NO GO 🔴,13.7%,Creation of a crowdsourcing digital platform with gamification,Uzbekistan,N/A,NON-CONSULTING,United Nations Development Programme (UNDP),Unknown,6,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45043
318,NO GO 🔴,13.7%,CO - LTA Hotel Services outside of Kathmandu Valley,Nepal,N/A,NON-CONSULTING,United Nations Development Programme (UNDP),Unknown,13,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45069
319,NO GO 🔴,13.7%,Hospitality & Tourism Workforce Development and Employability Skills Enhancemen,Jordan,N/A,NON-CONSULTING,United Nations Development Programme (UNDP),Unknown,17,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45110
320,NO GO 🔴,13.7%,CO - LTA for Media Services for UNDP,Nepal,N/A,NON-CONSULTING,United Nations Development Programme (UNDP),Unknown,7,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45162
321,NO GO 🔴,13.6%,MEDIATISATION DES DIALOGUES PARLONS DÉVELOPPEMENT (PODCASTS),Madagascar,Others,NON-CONSULTING,United Nations Development Programme (UNDP),Unknown,3,2,2026-05-06,undp,https://procurement-notices.undp.org/view_negotiation.cfm?nego_id=45002
322,NO GO 🔴,13.5%,Consultancy services: strategic transformation of the UPU headquarters building,Multiple Destinations,Organizational Reform & HR Management,CONSULTING,UPU,Unknown,23,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/295816
323,NO GO 🔴,13.4%,HQ26NF107_RFI for a review of fundraising regulations and tax deductibility requirements,Multiple Destinations,N/A,CONSULTING,WFP,Unknown,8,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299772
324,NO GO 🔴,13.4%,Services of Market Intelligence & Regulatory Assessment for Guaranteed Access to SRH Commodities in Eastern Europe and Central Asia (EECA),Multiple Destinations,N/A,CONSULTING,UNFPA,Unknown,13,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299831
325,NO GO 🔴,13.4%,Upgrade of the Content Management System for the IPCC Global Website,Switzerland,N/A,CONSULTING,WMO,Unknown,6,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299890
326,NO GO 🔴,13.4%,Request for Quotation – AI for Good Global Summit 2026 GIVEAWAYS,Switzerland,N/A,CONSULTING,ITU,Unknown,4,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299846
327,NO GO 🔴,13.4%,– IT services,Switzerland,N/A,CONSULTING,WTO,Unknown,13,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/298322
328,NO GO 🔴,13.4%,Services for Developing a Competency Framework for Supply chain management personnel in Eastern Europe and Central Asia,Multiple Destinations,N/A,CONSULTING,UNFPA,Unknown,13,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299829
329,NO GO 🔴,13.4%,Professional service provider to support the creation and operationalisation of,Thailand,N/A,CONSULTING,UN-Women,Unknown,4,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299690
330,NO GO 🔴,13.4%,Situational Analysis on Talibés and Parental Attitudes Toward Qur’anic Centers in Guinea-Bissau,Guinea-Bissau,N/A,CONSULTING,UNESCO,Unknown,7,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299782
331,NO GO 🔴,13.4%,Provision of Software Engineering Services for IDC Operational Tools (OPS-Tools) on a Call-Off Basis,Austria,N/A,CONSULTING,CTBTO,Unknown,20,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299557
332,NO GO 🔴,13.4%,EOI - Interagency Collaboration for Optimized PPE – INITIATE²,Multiple Destinations,N/A,CONSULTING,WFP,Unknown,14,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299789
333,NO GO 🔴,13.4%,ITB_Provision of French Language Open-Source GIS and Data Management Training for Broadband Mapping,Switzerland,N/A,CONSULTING,ITU,Unknown,11,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299705
334,NO GO 🔴,13.1%,Data Collection Services for Gender-Responsive Energy Poverty Assessment,Bosnia And Herzegovina,N/A,CONSULTING,UN-Women,Unknown,13,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299836
335,NO GO 🔴,12.9%,Microsoft Enterprise Agreement DBS-NSO-26-04-10,France,Enterprise IT & Systems Implementation,NON-CONSULTING,UNESCO,Unknown,13,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299230
336,NO GO 🔴,12.8%,ROLAC Convocatoria de Servicios Diseño de hoja de ruta para el fortalecimiento de la formación técnica en el sector minero especialmente litio y cobre en las provincias mineras en Argentina,Argentina,N/A,CONSULTING,ILO,Unknown,12,2,2026-05-06,ungm,https://www.ungm.org/Public/Notice/299593
