id,tender_id,source_portal,title_clean,country_name_normalized,sector,procurement_group,budget,currency,days_to_deadline,status_normalized,lifecycle_stage,notice_type_normalized,procurement_method_name,organisation_name,funding_agency,enrichment_status,go_no_go,score_breakdown
12089,1,worldbank,Mozambique Safer Roads for Socio-Economic Integration Program,Mozambique,"[""Social Protection & Poverty Reduction""]",WORKS,500000.0,USD,49,open,procurement,Invitation for Bids,Request for Bids,National Road Authority,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=medium(460,000€)(2.0) | country=Mozambique(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=49d(normal=1.0) | TOTAL=0.0 → NO GO (disqualified)"
12628,540,worldbank,"One Health for Pandemic Prevention, Food Systems Resilience, and Ecosystem Health in Central Asia",Central Asia,"[""Environment & Climate""]",GOODS,,,18,open,procurement,Invitation for Bids,Request for Bids,State Institute “Agriculture Entrepreneurship Development”,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Central Asia(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=18d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12629,541,worldbank,"Georgia Resilient Agriculture, Irrigation, and Land Project",Georgia,"[""Agriculture & Food Security""]",GOODS,,,0,open,procurement,Invitation for Bids,Request for Bids,Ministry of Environmental Protection and Agriculture of Georgia,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Georgia(tier2=2.0) | funding_agency=World Bank(3.0) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12630,542,worldbank,Cote d'Ivoire Water Security and Sanitation Support Program,Côte d'Ivoire,"[""Water, Sanitation & Waste""]",WORKS,250000000.0,USD,7,open,procurement,Invitation for Bids,Request for Bids,Cote d'Ivoire Water Security and Sanitation Support Program,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Water, Sanitation & Waste(1.0) | budget=large(230,000,000€)(3.0) | country=Côte d'Ivoire(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
12631,543,worldbank,Building Skills for Human Capital Development in South Sudan,South Sudan,"[""Employment & Skills Development""]",WORKS,,,20,open,procurement,Invitation for Bids,Request for Bids,Ministry of General Education and Instruction,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Employment & Skills Development(2.0) | budget=unknown(1.0) | country=South Sudan(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=20d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12632,544,worldbank,Saint Lucia - Caribbean Regional Air Transport Connectivity Project,St. Lucia,"[""Transport & Logistics""]",WORKS,,,7,open,procurement,Invitation for Bids,Request for Bids,Saint Lucia Air and Sea Ports Authority,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=St. Lucia(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12633,545,worldbank,Angola Commercial Agriculture Development Project (PDAC),Angola,"[""Agriculture & Food Security""]",GOODS,,,7,open,procurement,Invitation for Bids,Request for Bids,Ministry of Agriculture and Forests,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Angola(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12634,546,worldbank,Accelerating Sustainable and Clean Energy Access Transformation in Malawi,Malawi,"[""Energy & Utilities""]",GOODS,336801.0,DZD,5,open,procurement,Invitation for Bids,Request for Bids,ESCOM,World Bank,nlp_complete,0,"proc_group=GOODS(DISQUALIFIED) | sector=Energy & Utilities(1.0) | budget=small(2,324€)(0.5) | country=Malawi(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)"
12635,547,worldbank,Water Supply and Sanitation Access Program (PASEA) Project,Congo,"[""Water, Sanitation & Waste""]",WORKS,260000.0,USD,12,open,procurement,Invitation for Bids,Request for Bids,Cellule d’Exécution des Projets Eau,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Water, Sanitation & Waste(1.0) | budget=medium(239,200€)(2.0) | country=Congo(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=12d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
12636,548,worldbank,Mali Connectivity and Road Resilience Project (Mali-NSS),Mali,"[""Social Protection & Poverty Reduction"", ""Environment & Climate""]",WORKS,78130.0,DZD,5,open,procurement,Invitation for Bids,Request for Bids,Mali Connectivity and Road Resilience Program,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=small(539€)(0.5) | country=Mali(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12637,549,worldbank,Land management infrastructure for green and sustainable development,Turkiye,"[""Construction & Infrastructure"", ""Agriculture & Food Security""]",NON-CONSULTING,,,14,open,procurement,Invitation for Bids,Request for Bids,Tapu Kadastro Genel Mudurlugu,World Bank,nlp_complete,0,proc_group=NON-CONSULTING(1.0) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=Turkiye(tier2=2.0) | funding_agency=World Bank(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=11.0/13.0 → NO GO
12638,550,worldbank,Horn of Africa - Groundwater for Resilience Program,Eastern And Southern Africa,"[""Environment & Climate""]",WORKS,,,11,open,procurement,Invitation for Bids,Request for Bids,Water Resources Authority,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Eastern And Southern Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=11d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12639,551,worldbank,Horn of Africa - Groundwater for Resilience Program,Eastern And Southern Africa,"[""Environment & Climate""]",WORKS,2000000.0,KES,11,open,procurement,Invitation for Bids,Request for Bids,Water Resources Authority,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=large(1,840,000€)(3.0) | country=Eastern And Southern Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=11d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
12640,552,worldbank,Horn of Africa - Groundwater for Resilience Program,Eastern And Southern Africa,"[""Environment & Climate""]",WORKS,,,10,open,procurement,Invitation for Bids,Request for Bids,Water Resources Authority,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Eastern And Southern Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=10d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12641,553,worldbank,"Health Emergency Preparedness, Response and Resilience Program Using the Multiphase Programmatic App",Eastern And Southern Africa,"[""Environment & Climate"", ""Health & Life Sciences""]",GOODS,,,14,open,procurement,Invitation for Bids,Request for Bids,Ministry of Health,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Eastern And Southern Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12642,554,worldbank,Cote d'Ivoire Water Security and Sanitation Support Program,Côte d'Ivoire,"[""Water, Sanitation & Waste""]",WORKS,,,11,open,procurement,Invitation for Bids,Request for Bids,Office Nationale de l'Eau Potable,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Côte d'Ivoire(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=11d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
12643,555,worldbank,Access to Clean Resilient Electricity under the ASCENT Regional Program - Multi Programmatic Approac,Sao Tome And Principe,"[""Energy & Utilities""]",WORKS,,,17,open,procurement,Invitation for Bids,Request for Bids,Project Fiduciary and Administrative Agency,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Energy & Utilities(1.0) | budget=unknown(1.0) | country=Sao Tome And Principe(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=17d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12644,556,worldbank,"De-risking, inclusion and value enhancement of pastoral economies in the Horn of Africa",Eastern And Southern Africa,"[""Agriculture & Food Security""]",GOODS,,,8,open,procurement,Invitation for Bids,Request for Bids,State Department of Livestock,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Eastern And Southern Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12645,557,worldbank,Horn of Africa - Groundwater for Resilience Program,Eastern And Southern Africa,"[""Environment & Climate""]",WORKS,,,11,open,procurement,Invitation for Bids,Request for Bids,Water Resources Authority,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Eastern And Southern Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=11d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12646,558,worldbank,West Africa Food System Resilience Program (FSRP) Phase 2,Western And Central Africa,"[""Agriculture & Food Security""]",GOODS,16250.0,USD,14,open,procurement,Invitation for Bids,Request for Bids,Ministry of Agriculture and Food Security,World Bank,nlp_complete,0,"proc_group=GOODS(DISQUALIFIED) | sector=Agriculture & Food Security(1.0) | budget=small(14,950€)(0.5) | country=Western And Central Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
12647,559,worldbank,Second Regional Economic Development Project,Kyrgyz Republic,"[""Digital Transformation"", ""Business Strategy & Performance""]",WORKS,,,13,open,procurement,Invitation for Bids,Request for Bids,Community Development and Investment Agency,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Kyrgyz Republic(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=13d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12648,560,worldbank,Horn of Africa - Groundwater for Resilience Program,Eastern And Southern Africa,"[""Environment & Climate""]",WORKS,2000000.0,KES,12,open,procurement,Invitation for Bids,Request for Bids,Water Resources Authority,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=large(1,840,000€)(3.0) | country=Eastern And Southern Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=12d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)"
12649,561,worldbank,Institutional Foundations to Improve Services For Health,Liberia,"[""Health & Life Sciences""]",GOODS,42000.0,USD,19,open,procurement,Invitation for Bids,Request for Bids,Ministry of Health and Social Welfare,World Bank,nlp_complete,0,"proc_group=GOODS(DISQUALIFIED) | sector=Health & Life Sciences(1.0) | budget=small(38,640€)(0.5) | country=Liberia(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=19d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)"
12650,562,worldbank,Liberia: Rural Economic Transformation Project,Liberia,"[""Social Protection & Poverty Reduction""]",WORKS,72670.0,DZD,14,open,procurement,Invitation for Bids,Request for Bids,Program Management Unit- Ministry of Agriculture,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=small(501€)(0.5) | country=Liberia(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12651,563,worldbank,Health Security Program in Western and Central Africa,Western And Central Africa,"[""Health & Life Sciences""]",GOODS,,,18,open,procurement,Invitation for Bids,Request for Bids,Ministry of Health and Social Welfare,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Health & Life Sciences(1.0) | budget=unknown(1.0) | country=Western And Central Africa(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=18d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12652,564,worldbank,Air Quality Improvement Project,Bosnia And Herzegovina,"[""Environment & Climate""]",GOODS,,,12,open,procurement,Invitation for Bids,Request for Bids,Federal Ministry of Environment and Tourism Project Management Unit,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Bosnia And Herzegovina(tier2=2.0) | funding_agency=World Bank(3.0) | deadline=12d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12653,565,worldbank,Liberia: Rural Economic Transformation Project,Liberia,"[""Social Protection & Poverty Reduction""]",GOODS,72670.0,DZD,15,open,procurement,Invitation for Bids,Request for Bids,Program Management Unit- Ministry of Agriculture,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=small(501€)(0.5) | country=Liberia(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=15d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12654,566,worldbank,Liberia: Rural Economic Transformation Project,Liberia,"[""Social Protection & Poverty Reduction""]",WORKS,72670.0,DZD,15,open,procurement,Invitation for Bids,Request for Bids,Program Management Unit- Ministry of Agriculture,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=small(501€)(0.5) | country=Liberia(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=15d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12655,567,worldbank,Papua New Guinea Resilient Transport Project,Papua New Guinea,"[""Transport & Logistics"", ""Social Protection & Poverty Reduction""]",WORKS,2000.0,MAD,12,open,procurement,Invitation for Bids,Request for Bids,Department of Works,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=small(186€)(0.5) | country=Papua New Guinea(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=12d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12656,568,worldbank,Cote d'Ivoire Water Security and Sanitation Support Program,Côte d'Ivoire,"[""Water, Sanitation & Waste""]",WORKS,,,18,open,procurement,Invitation for Bids,Request for Bids,Office Nationale de l'Eau Potable,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Côte d'Ivoire(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=18d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)"
12657,569,worldbank,Khyber Pakhtunkhwa Human Capital Investment Project,Pakistan,"[""Business Strategy & Performance""]",GOODS,,,3,open,procurement,Invitation for Bids,Request for Bids,Project Management Unit of Health Department,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Business Strategy & Performance(3.0) | budget=unknown(1.0) | country=Pakistan(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=3d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12658,570,worldbank,Irrigation for Climate Resilience Project (ICRP),Uganda,"[""Environment & Climate""]",WORKS,,,13,open,procurement,Invitation for Bids,Request for Bids,Ministry of Water and Environment,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Uganda(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=13d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12659,571,worldbank,Log-In Georgia,Georgia,"[""Others""]",WORKS,,,18,open,procurement,Invitation for Bids,Request for Bids,Open Net N(N)LE,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Others(0.0) | budget=unknown(1.0) | country=Georgia(tier2=2.0) | funding_agency=World Bank(3.0) | deadline=18d(urgent=2.0) | TOTAL=0.0 → NO GO (disqualified)
12660,572,worldbank,Strengthening Moldova's Disaster Risk Management and Resilience Project,Republic of Moldova,"[""Environment & Climate""]",GOODS,,,13,open,procurement,Invitation for Bids,Request for Bids,Office for External Assistance Programs Management,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Republic of Moldova(tier2=2.0) | funding_agency=World Bank(3.0) | deadline=13d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12661,573,worldbank,Transmission Expansion and Energy Storage Project,Namibia,"[""Energy & Utilities""]",GOODS,,,11,open,procurement,Invitation for Bids,Request for Bids,Namibia Power Corporation (Pty) Ltd,World Bank,nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Energy & Utilities(1.0) | budget=unknown(1.0) | country=Namibia(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=11d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12662,574,worldbank,Syria Electricity Emergency Project,Syrian Arab Republic,"[""Energy & Utilities""]",WORKS,,,0,open,procurement,Invitation for Bids,Request for Bids,The Public Establishment for Transmission and Distribution of Electricity,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Energy & Utilities(1.0) | budget=unknown(1.0) | country=Syrian Arab Republic(tier2=2.0) | funding_agency=World Bank(3.0) | deadline=0d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12663,575,worldbank,Resilient Tourism and Blue Economy Development in Cabo Verde Project,Cabo Verde,"[""Social Protection & Poverty Reduction""]",WORKS,,,14,open,procurement,Invitation for Bids,Request for Bids,Unidade de Gestao de Projectos Especiais,World Bank,nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Cabo Verde(tier3=1.0) | funding_agency=World Bank(3.0) | deadline=14d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
